1.024,0.88,1,1.795
1.024,1.97,2,1.067
1.024,2.95,3,1.109
1.024,3.9,4,1.133
1.024,4.86,5,1.115
1.024,5.85,6,1.107
1.024,6.77,7,1.1
1.024,7.5,8,1.224
1.024,8.37,9,1.309
1.024,9.36,10,1.226
1.024,10.01,11,1.364
1.024,11.27,12,1.192
1.024,12.23,13,1.143
1.024,12.86,14,1.149
1.024,13.75,15,1.273
1.024,14.84,16,1.21
1.024,15.57,17,1.188
1.024,15.94,18,1.383
1.024,16.65,19,1.336
1.024,16.51,20,1.524
1.024,17.78,21,1.417
1.024,19.25,22,1.414
1.024,19.38,23,1.319
1.024,17.85,24,2.498
1.024,19.64,25,2.181
1.024,22.75,26,1.243
1.024,21.48,27,1.616
1.024,22.05,28,1.864
1.024,24.45,29,1.602
1.024,19.59,30,3.026
1.024,17.23,31,3.462
1.024,26.84,32,1.358
1.024,24.46,33,1.923
1.024,26.98,34,1.514
1.024,28.54,35,1.601
1.024,29.1,36,1.497
1.024,27.79,37,1.904
1.024,20.22,38,4.744
1.024,27.86,39,2.14
1.024,31.37,40,1.371
1.024,32.6,41,1.625
1.024,28.16,42,2.206
1.024,30.44,43,2.232
1.024,24.53,44,3.343
1.024,31.76,45,2.217
1.024,15.48,46,10.314
1.024,11.9,47,10.725
1.024,21.01,48,4.53
1.024,8.62,49,18.965
1.024,30.35,50,3.015
1.024,8.34,51,13.346
1.024,36.52,52,1.979
1.024,25.52,53,3.869
1.024,19.81,54,5.679
1.024,14.89,55,12.016
1.024,16.77,56,10.649
1.024,16.7,57,7.351
1.024,21.67,58,5.002
1.024,22.82,59,7.699
1.024,31.05,60,3.09
1.024,27.69,61,4.585
1.024,32.32,62,4.012
1.024,34.2,63,2.201
1.024,36.36,64,2.083
1.024,35.06,65,3.78
1.024,44.04,66,1.449
1.024,49.46,67,2.186
1.024,43.85,68,2.219
1.024,46.58,69,1.424
1.024,50.92,70,1.471
1.024,17.05,71,9.051
1.024,8.0,72,33.165
1.024,35.45,73,4.303
1.024,20.12,74,10.159
1.024,22.03,75,8.215
1.024,23.59,76,6.966
1.024,45.09,77,2.96
1.024,21.42,78,8.914
1.024,39.04,79,3.624
1.024,31.68,80,5.119
1.024,36.12,81,4.265
1.024,28.36,82,5.677
1.024,32.56,83,4.464
1.024,21.38,84,7.495
1.024,25.95,85,6.717
1.024,47.46,86,2.344
1.024,27.33,87,4.085
1.024,35.3,88,4.652
1.024,17.8,89,13.159
1.024,36.05,90,3.946
1.024,23.34,91,8.974
1.024,29.2,92,5.536
1.024,31.11,93,5.192
1.024,38.32,94,4.794
1.024,48.79,95,2.244
1.024,34.37,96,4.822
1.024,57.66,97,1.683
1.024,9.77,98,23.21
1.024,60.09,99,2.142
1.024,60.02,100,2.352
